Data Name,Total,Binary,Integer,Linear
airport22nDr0nDe2,4178,1511,19,1671
airport22nDr0nDe3,7351,3203,25,2455
airport22nDr1nDe0,1085,354,12,719
airport22nDr1nDe1,3125,1214,19,1616
airport23nDr0nDe1,7434,3997,34,3127
airport23nDr0nDe2,4508,1717,19,1795
airport23nDr0nDe3,10494,5140,36,3650
airport23nDr1nDe0,5228,2822,29,2377
airport23nDr1nDe1,6522,3445,30,2771
airport24nDr0nDe1,9293,5078,40,3899
airport24nDr0nDe2,10764,5777,40,3970
airport24nDr0nDe3,12271,6393,40,4170
airport24nDr1nDe0,7865,4605,40,3220
airport24nDr1nDe1,8333,4714,37,3306
airport25nDr0nDe1,8631,4546,42,3767
airport25nDr0nDe2,10210,5235,42,3956
airport25nDr0nDe3,11289,5583,42,3996
airport25nDr1nDe0,7107,3829,42,3236
airport25nDr1nDe1,8443,4574,42,3551
airport26nDr0nDe1,9663,5388,45,3954
airport26nDr0nDe2,7672,3779,33,2883
airport26nDr0nDe3,5002,1582,17,1735
airport26nDr1nDe0,5673,3061,34,2578
airport26nDr1nDe1,4548,2075,26,2171
airport27nDr0nDe1,3459,1412,21,1750
airport27nDr0nDe2,7988,3991,34,2986
airport27nDr0nDe3,7215,2967,27,2553
airport27nDr1nDe0,618,172,8,438
airport27nDr1nDe1,2856,1033,18,1529
airport28nDr0nDe1,8738,4871,41,3550
airport28nDr0nDe2,9650,5121,40,3512
airport28nDr0nDe3,9330,4504,33,3125
airport28nDr1nDe0,5697,3127,33,2537
airport28nDr1nDe1,6895,3704,33,2882
airport29nDr0nDe1,3224,1393,17,1538
airport29nDr0nDe2,3916,1443,16,1480
airport29nDr0nDe3,5066,1686,16,1696
airport29nDr1nDe0,244,36,4,204
airport29nDr1nDe1,2886,1169,16,1425
airport2nDr0nDe1,6666,3499,34,2857
airport2nDr0nDe2,7268,3559,32,2700
airport2nDr0nDe3,4282,1084,14,1516
airport2nDr1nDe0,3525,1731,25,1769
airport2nDr1nDe1,5453,2700,29,2448
airport30nDr0nDe1,2507,822,15,1394
airport30nDr0nDe2,3444,1003,15,1449
airport30nDr0nDe3,6050,2210,21,2151
airport30nDr1nDe0,1088,334,12,742
airport30nDr1nDe1,3439,1400,20,1743
airport31nDr0nDe1,6184,3127,30,2751
airport31nDr0nDe2,7216,3419,30,2790
airport31nDr0nDe3,6909,2779,25,2437
airport31nDr1nDe0,3259,1503,24,1732
airport31nDr1nDe1,4743,2130,26,2311
airport32nDr0nDe1,2837,956,18,1587
airport32nDr0nDe2,5601,2378,25,2221
airport32nDr0nDe3,4777,1343,17,1749
airport32nDr1nDe0,651,163,9,479
airport32nDr1nDe1,4434,1971,25,2162
airport33nDr0nDe1,5894,2943,31,2644
airport33nDr0nDe2,8591,4452,35,3127
airport33nDr0nDe3,5897,2185,20,2024
airport33nDr1nDe0,2787,1331,20,1436
airport33nDr1nDe1,5283,2536,28,2443
airport34nDr0nDe1,9108,5189,39,3604
airport34nDr0nDe2,9344,5101,36,3230
airport34nDr0nDe3,11738,6172,39,3859
airport34nDr1nDe0,7682,4456,39,3187
airport34nDr1nDe1,5637,2946,26,2389
airport35nDr0nDe1,9480,5483,41,3680
airport35nDr0nDe2,11495,6476,41,4001
airport35nDr0nDe3,6291,2415,22,2186
airport35nDr1nDe0,8429,5037,41,3351
airport35nDr1nDe1,9081,5358,40,3407
airport36nDr0nDe1,7281,4020,33,2952
airport36nDr0nDe2,6779,3298,27,2477
airport36nDr0nDe3,5245,1765,18,1794
airport36nDr1nDe0,4444,2312,27,2105
airport36nDr1nDe1,4283,1926,24,2057
airport37nDr0nDe1,9267,4872,44,4075
airport37nDr0nDe2,10676,5515,44,4140
airport37nDr0nDe3,9119,4229,33,3189
airport37nDr1nDe0,7319,3959,43,3317
airport37nDr1nDe1,8916,4853,44,3743
airport38nDr0nDe1,7235,3730,37,3192
airport38nDr0nDe2,6950,3215,30,2728
airport38nDr0nDe3,6334,2370,23,2273
airport38nDr1nDe0,4575,2311,29,2235
airport38nDr1nDe1,3503,1382,21,1824
airport39nDr0nDe1,6936,3805,32,2823
airport39nDr0nDe2,8991,4870,34,3110
airport39nDr0nDe3,5728,2230,18,1812
airport39nDr1nDe0,5291,2969,30,2292
airport39nDr1nDe1,5475,2826,26,2347
airport3nDr0nDe1,3500,1489,19,1716
airport3nDr0nDe2,8504,4433,34,3060
airport3nDr0nDe3,11928,6116,42,4102
airport3nDr1nDe0,1430,532,14,884
airport3nDr1nDe1,3046,1181,17,1572
airport40nDr0nDe1,3216,1393,17,1530
airport40nDr0nDe2,6042,2709,26,2330
airport40nDr0nDe3,6958,2866,24,2400
airport40nDr1nDe0,1946,876,16,1054
airport40nDr1nDe1,6969,3812,32,2849
airport41nDr0nDe1,6345,2948,32,3089
airport41nDr0nDe2,7300,3255,32,3036
airport41nDr0nDe3,7952,3428,30,2826
airport41nDr1nDe0,4937,2354,32,2551
airport41nDr1nDe1,5491,2614,30,2571
airport42nDr0nDe1,4441,1940,25,2200
airport42nDr0nDe2,5167,2050,23,2117
airport42nDr0nDe3,4906,1460,18,1760
airport42nDr1nDe0,1884,738,18,1128
airport42nDr1nDe1,3053,1170,19,1588
airport43nDr0nDe1,3937,1824,20,1817
airport43nDr0nDe2,7463,3824,30,2632
airport43nDr0nDe3,8161,3783,28,2682
airport43nDr1nDe0,882,392,8,482
airport43nDr1nDe1,2525,1010,13,1226
airport44nDr0nDe1,2715,948,17,1474
airport44nDr0nDe2,5005,1902,23,2103
airport44nDr0nDe3,7971,3413,30,2860
airport44nDr1nDe0,1330,406,15,909
airport44nDr1nDe1,2750,947,17,1510
airport45nDr0nDe1,8680,4545,42,3817
airport45nDr0nDe2,10327,5386,42,3922
airport45nDr0nDe3,11629,5831,42,4088
airport45nDr1nDe0,6365,3409,38,2918
airport45nDr1nDe1,6640,3389,34,2941
airport46nDr0nDe1,5552,2805,27,2444
airport46nDr0nDe2,9320,5045,35,3263
airport46nDr0nDe3,13468,7248,46,4506
airport46nDr1nDe0,1903,907,15,981
airport46nDr1nDe1,6138,3157,30,2675
airport47nDr0nDe1,5970,3041,29,2624
airport47nDr0nDe2,10782,5939,41,3825
airport47nDr0nDe3,12447,6589,41,4149
airport47nDr1nDe0,2329,1111,18,1200
airport47nDr1nDe1,5339,2598,27,2438
airport48nDr0nDe1,8029,4644,34,3075
airport48nDr0nDe2,9801,5520,36,3268
airport48nDr0nDe3,5171,1761,16,1726
airport48nDr1nDe0,7106,4326,34,2746
airport48nDr1nDe1,5590,2955,25,2334
airport49nDr0nDe1,9293,4960,43,4014
airport49nDr0nDe2,10702,5607,43,4075
airport49nDr0nDe3,12296,6294,43,4291
airport49nDr1nDe0,7845,4163,43,3639
airport49nDr1nDe1,8640,4725,42,3597
airport4nDr0nDe1,9013,4834,42,3861
airport4nDr0nDe2,10455,5504,42,3932
airport4nDr0nDe3,11801,6043,42,4048
airport4nDr1nDe0,5893,3167,35,2691
airport4nDr1nDe1,8129,4460,39,3354
airport50nDr0nDe1,9807,5556,45,3930
airport50nDr0nDe2,4369,1616,20,1756
airport50nDr0nDe3,5599,1939,20,1972
airport50nDr1nDe0,5335,2823,32,2480
airport50nDr1nDe1,7679,4208,36,3159
airport51nDr0nDe1,2866,993,18,1579
airport51nDr0nDe2,5375,2152,24,2222
airport51nDr0nDe3,5099,1563,18,1850
airport51nDr1nDe0,322,54,5,263
airport51nDr1nDe1,4135,1754,23,2082
airport52nDr0nDe1,3770,1473,22,1999
airport52nDr0nDe2,3952,1303,18,1654
airport52nDr0nDe3,10089,4927,38,3456
airport52nDr1nDe0,1179,345,13,821
airport52nDr1nDe1,3977,1584,23,2094
airport53nDr0nDe1,9760,5391,43,4050
airport53nDr0nDe2,11318,6137,43,4161
airport53nDr0nDe3,12763,6665,43,4387
airport53nDr1nDe0,8281,4629,43,3609
airport53nDr1nDe1,9116,5179,41,3620
airport54nDr0nDe1,8365,4402,38,3649
airport54nDr0nDe2,9373,4778,38,3580
airport54nDr0nDe3,11263,5665,38,3892
airport54nDr1nDe0,6848,3740,38,3070
airport54nDr1nDe1,7263,3862,35,3090
airport55nDr0nDe1,7267,3844,37,3110
airport55nDr0nDe2,9280,4689,39,3575
airport55nDr0nDe3,10940,5326,39,3907
airport55nDr1nDe0,4256,2174,28,2054
airport55nDr1nDe1,2389,784,14,1315
airport56nDr0nDe1,4975,2304,28,2367
airport56nDr0nDe2,5790,2489,27,2297
airport56nDr0nDe3,5109,1565,19,1857
airport56nDr1nDe0,1479,499,15,965
airport56nDr1nDe1,5098,2445,28,2349
airport57nDr0nDe1,9388,5255,44,3813
airport57nDr0nDe2,10848,5959,44,3868
airport57nDr0nDe3,7390,3062,27,2633
airport57nDr1nDe0,6979,3873,39,3067
airport57nDr1nDe1,3590,1441,21,1852
airport58nDr0nDe1,2756,975,16,1489
airport58nDr0nDe2,3914,1285,17,1635
airport58nDr0nDe3,6475,2461,23,2323
airport58nDr1nDe0,1189,435,12,742
airport58nDr1nDe1,4793,2176,26,2315
airport59nDr0nDe1,6337,3240,32,2789
airport59nDr0nDe2,8917,4516,39,3385
airport59nDr0nDe3,6314,2388,22,2236
airport59nDr1nDe0,4470,2238,30,2202
airport59nDr1nDe1,4188,1893,22,1997
airport5nDr0nDe1,4238,1903,22,2037
airport5nDr0nDe2,6742,3151,29,2585
airport5nDr0nDe3,10187,5019,38,3462
airport5nDr1nDe0,2247,931,18,1298
airport5nDr1nDe1,6042,3061,31,2674
airport60nDr0nDe1,7369,4128,32,2933
airport60nDr0nDe2,9810,5295,39,3499
airport60nDr0nDe3,12144,6340,42,4094
airport60nDr1nDe0,6164,3544,32,2588
airport60nDr1nDe1,5734,2907,28,2523
airport61nDr0nDe1,4138,1849,22,1991
airport61nDr0nDe2,4982,2055,21,1929
airport61nDr0nDe3,4296,1066,14,1548
airport61nDr1nDe0,2703,1267,19,1417
airport61nDr1nDe1,2590,883,15,1416
airport62nDr0nDe1,4056,1849,21,1910
airport62nDr0nDe2,4057,1492,17,1571
airport62nDr0nDe3,11455,5921,39,3827
airport62nDr1nDe0,2882,1414,20,1448
airport62nDr1nDe1,4056,1849,21,1910
airport63nDr0nDe1,4210,1839,23,2072
airport63nDr0nDe2,6694,3081,29,2607
airport63nDr0nDe3,6095,2151,22,2254
airport63nDr1nDe0,2167,830,18,1319
airport63nDr1nDe1,4210,1839,23,2072
airport64nDr0nDe1,6976,3817,32,2851
airport64nDr0nDe2,7106,3477,28,2624
airport64nDr0nDe3,6414,2526,21,2199
airport64nDr1nDe0,2937,1447,20,1470
airport64nDr1nDe1,4820,2391,23,2130
airport65nDr0nDe1,10913,6260,46,4331
airport65nDr0nDe2,4172,1543,18,1634
airport65nDr0nDe3,13959,7675,46,4570
airport65nDr1nDe0,9477,5461,46,3970
airport65nDr1nDe1,7940,4485,36,3143
airport66nDr0nDe1,4125,1782,24,2043
airport66nDr0nDe2,5264,2161,24,2102
airport66nDr0nDe3,6536,2526,24,2318
airport66nDr1nDe0,1735,635,16,1084
airport66nDr1nDe1,4224,1789,25,2134
airport67nDr0nDe1,9178,4977,42,3883
airport67nDr0nDe2,10404,5553,42,3832
airport67nDr0nDe3,11856,6090,42,4056
airport67nDr1nDe0,7790,4220,42,3528
airport67nDr1nDe1,7822,4295,38,3213
airport68nDr0nDe1,3710,1533,22,1879
airport68nDr0nDe2,3502,1055,16,1454
airport68nDr0nDe3,4625,1271,16,1670
airport68nDr1nDe0,1136,345,13,778
airport68nDr1nDe1,2617,910,16,1415
airport69nDr0nDe1,3215,1432,16,1491
airport69nDr0nDe2,4078,1509,16,1576
airport69nDr0nDe3,10765,5347,37,3713
airport69nDr1nDe0,416,80,6,330
airport69nDr1nDe1,3437,1552,17,1592
airport6nDr0nDe1,10650,6383,44,3947
airport6nDr0nDe2,6876,3491,26,2382
airport6nDr0nDe3,13652,7686,44,4254
airport6nDr1nDe0,9270,5688,44,3538
airport6nDr1nDe1,5820,3101,27,2416
airport70nDr0nDe1,9214,5619,37,3282
airport70nDr0nDe2,8109,4362,30,2740
airport70nDr0nDe3,13600,7612,41,4279
airport70nDr1nDe0,4890,2912,25,1953
airport70nDr1nDe1,7140,4133,30,2701
airport71nDr0nDe1,7923,4098,38,3511
airport71nDr0nDe2,8278,4153,35,3113
airport71nDr0nDe3,8473,3801,30,2974
airport71nDr1nDe0,5311,2749,32,2530
airport71nDr1nDe1,7228,3749,36,3167
airport72nDr0nDe1,4007,1796,21,1914
airport72nDr0nDe2,6740,3211,27,2525
airport72nDr0nDe3,10981,5443,38,3832
airport72nDr1nDe0,1581,649,13,919
airport72nDr1nDe1,2889,1176,15,1422
airport73nDr0nDe1,9347,4952,45,4074
airport73nDr0nDe2,11071,5816,45,4233
airport73nDr0nDe3,12312,6262,45,4337
airport73nDr1nDe0,7525,4117,44,3364
airport73nDr1nDe1,8838,4805,44,3713
airport74nDr0nDe1,9665,5182,44,4163
airport74nDr0nDe2,10950,5829,44,4100
airport74nDr0nDe3,12389,6353,44,4324
airport74nDr1nDe0,8235,4389,44,3802
airport74nDr1nDe1,6707,3464,33,2934
airport75nDr0nDe1,7462,3917,39,3230
airport75nDr0nDe2,4945,1920,23,2025
airport75nDr0nDe3,6133,2213,23,2229
airport75nDr1nDe0,5770,3000,37,2733
airport75nDr1nDe1,2923,1058,18,1571
airport76nDr0nDe1,3714,1535,21,1882
airport76nDr0nDe2,4664,1745,21,1921
airport76nDr0nDe3,6850,2690,24,2468
airport76nDr1nDe0,2723,1165,21,1537
airport76nDr1nDe1,4423,1926,24,2197
airport77nDr0nDe1,2688,1071,14,1327
airport77nDr0nDe2,4856,2029,19,1831
airport77nDr0nDe3,7700,3474,25,2533
airport77nDr1nDe0,1186,542,10,634
airport77nDr1nDe1,3970,1821,20,1853
airport78nDr0nDe1,9428,5195,41,3916
airport78nDr0nDe2,11020,5985,41,4017
airport78nDr0nDe3,12055,6309,41,4037
airport78nDr1nDe0,7587,4381,40,3166
airport78nDr1nDe1,9098,5195,41,3586
airport79nDr0nDe1,10205,6098,41,3790
airport79nDr0nDe2,11019,6376,40,3626
airport79nDr0nDe3,12179,6769,38,3704
airport79nDr1nDe0,8810,5398,41,3371
airport79nDr1nDe1,5877,3328,24,2249
airport7nDr0nDe1,2324,867,12,1169
airport7nDr0nDe2,3691,1252,15,1447
airport7nDr0nDe3,8070,3642,28,2732
airport7nDr1nDe0,370,144,4,222
airport7nDr1nDe1,2324,867,12,1169
airport80nDr0nDe1,8131,4260,39,3556
airport80nDr0nDe2,9626,4887,39,3723
airport80nDr0nDe3,11112,5466,39,3939
airport80nDr1nDe0,6669,3601,39,3029
airport80nDr1nDe1,7081,3678,36,3091
airport81nDr0nDe1,7724,3979,37,3432
airport81nDr0nDe2,8975,4510,37,3451
airport81nDr0nDe3,4701,1317,16,1700
airport81nDr1nDe0,4876,2560,29,2287
airport81nDr1nDe1,2751,998,16,1461
airport82nDr0nDe1,8489,4546,38,3629
airport82nDr0nDe2,8826,4565,36,3248
airport82nDr0nDe3,6670,2648,23,2331
airport82nDr1nDe0,6910,3824,38,3048
airport82nDr1nDe1,6484,3355,31,2822
airport83nDr0nDe1,8303,4296,39,3692
airport83nDr0nDe2,9718,5083,39,3619
airport83nDr0nDe3,7614,3270,27,2649
airport83nDr1nDe0,6735,3715,39,2981
airport83nDr1nDe1,7604,4087,38,3203
airport84nDr0nDe1,8956,5007,41,3632
airport84nDr0nDe2,9898,5305,40,3576
airport84nDr0nDe3,12297,6403,41,4185
airport84nDr1nDe0,6593,3743,36,2814
airport84nDr1nDe1,6934,3747,33,2878
airport85nDr0nDe1,9988,5443,45,4224
airport85nDr0nDe2,11494,6177,45,4295
airport85nDr0nDe3,12918,6726,45,4479
airport85nDr1nDe0,8355,4614,45,3696
airport85nDr1nDe1,9243,5148,44,3775
airport86nDr0nDe1,5736,2925,28,2507
airport86nDr0nDe2,6522,3043,27,2475
airport86nDr0nDe3,9708,4814,33,3193
airport86nDr1nDe0,3444,1696,23,1725
airport86nDr1nDe1,4061,1890,21,1874
airport87nDr0nDe1,7030,4183,27,2544
airport87nDr0nDe2,10381,6202,34,3168
airport87nDr0nDe3,12893,7323,38,3864
airport87nDr1nDe0,5690,3590,26,2074
airport87nDr1nDe1,5510,3001,24,2209
airport88nDr0nDe1,9178,5181,42,3679
airport88nDr0nDe2,10906,5785,43,4101
airport88nDr0nDe3,12615,6565,43,4339
airport88nDr1nDe0,5499,2881,34,2584
airport88nDr1nDe1,8728,4851,41,3560
airport8nDr0nDe1,9528,5187,45,4020
airport8nDr0nDe2,10728,5677,45,4029
airport8nDr0nDe3,11660,6042,43,3907
airport8nDr1nDe0,7055,3939,41,3075
airport8nDr1nDe1,6897,3650,35,2936
airport90nDr0nDe1,4531,2026,25,2204
airport90nDr0nDe2,5522,2277,25,2243
airport90nDr0nDe3,6529,2509,24,2328
airport90nDr1nDe0,1491,561,14,916
airport90nDr1nDe1,3515,1390,22,1827
airport91nDr0nDe1,7216,3863,35,3042
airport91nDr0nDe2,9191,4654,37,3523
airport91nDr0nDe3,11050,5494,37,3851
airport91nDr1nDe0,5021,2763,29,2229
airport91nDr1nDe1,7216,3863,35,3042
airport92nDr0nDe1,7399,3960,36,3127
airport92nDr0nDe2,5315,2146,25,2167
airport92nDr0nDe3,6558,2498,25,2367
airport92nDr1nDe0,4858,2478,31,2349
airport92nDr1nDe1,4235,1852,25,2082
airport93nDr0nDe1,9324,4965,45,4038
airport93nDr0nDe2,10799,5632,45,4145
airport93nDr0nDe3,12406,6332,45,4361
airport93nDr1nDe0,7143,3867,42,3234
airport93nDr1nDe1,8323,4442,42,3563
airport94nDr0nDe1,6558,3307,33,2942
airport94nDr0nDe2,11218,6015,44,4182
airport94nDr0nDe3,9319,4405,33,3213
airport94nDr1nDe0,3656,1718,27,1911
airport94nDr1nDe1,8444,4637,40,3491
airport95nDr0nDe1,4187,1824,23,2064
airport95nDr0nDe2,4963,1982,21,1983
airport95nDr0nDe3,6181,2293,21,2199
airport95nDr1nDe0,3082,1462,21,1599
airport95nDr1nDe1,3227,1216,19,1716
airport96nDr0nDe1,8454,4375,40,3763
airport96nDr0nDe2,9751,5060,40,3674
airport96nDr0nDe3,7695,3279,28,2720
airport96nDr1nDe0,7127,3685,40,3402
airport96nDr1nDe1,7322,3931,36,3079
airport97nDr0nDe1,7975,4764,32,2903
airport97nDr0nDe2,9980,5591,34,3378
airport97nDr0nDe3,11059,5795,34,3562
airport97nDr1nDe0,5133,3087,26,2020
airport97nDr1nDe1,5961,3280,26,2379
airport98nDr0nDe1,6646,3501,31,2838
airport98nDr0nDe2,9525,5190,36,3322
airport98nDr0nDe3,8841,4143,30,3000
airport98nDr1nDe0,3743,1905,24,1814
airport98nDr1nDe1,6481,3414,30,2761
airport99nDr0nDe1,8930,4719,41,3894
airport99nDr0nDe2,3864,1333,17,1537
airport99nDr0nDe3,11941,6071,41,4161
airport99nDr1nDe0,7806,4234,41,3531
airport99nDr1nDe1,7951,4378,37,3260
airport9nDr0nDe1,11105,6284,47,4498
airport9nDr0nDe2,12374,6907,47,4443
airport9nDr0nDe3,13857,7515,47,4627
airport9nDr1nDe0,9610,5438,47,4125
airport9nDr1nDe1,8811,5016,41,3478
airportAP0Tini-1,10917,5970,44,3926
airportAP0Tini-2,10947,5970,44,3956
airportAP0Tini0,10883,5970,44,3892
airportAP10Tini-1,8422,4778,46,3598
airportAP10Tini-2,8452,4778,46,3628
airportAP10Tini0,8392,4778,46,3568
airportAP11Tini-1,7899,4393,41,3465
airportAP11Tini-2,7915,4393,41,3481
airportAP11Tini0,7883,4393,41,3449
airportAP12Tini-1,12673,7160,49,4487
airportAP12Tini-2,12689,7160,49,4503
airportAP12Tini0,12651,7160,49,4465
airportAP13Tini-1,8343,4731,45,3567
airportAP13Tini-2,8371,4731,45,3595
airportAP13Tini0,8315,4731,45,3539
airportAP14Tini-1,10059,6115,45,3899
airportAP14Tini-2,10077,6115,45,3917
airportAP14Tini0,10041,6115,45,3881
airportAP15Tini-1,9961,5796,42,3847
airportAP15Tini-2,9981,5796,42,3867
airportAP15Tini0,9933,5797,42,3820
airportAP16Tini-1,7676,4210,42,3424
airportAP16Tini-2,7700,4210,42,3448
airportAP16Tini0,7652,4210,42,3400
airportAP17Tini-1,10489,5536,43,3933
airportAP17Tini-2,10507,5536,43,3951
airportAP17Tini0,10467,5536,43,3911
airportAP18Tini-1,10594,5643,44,3930
airportAP18Tini-2,10618,5643,44,3954
airportAP18Tini0,10570,5643,44,3906
airportAP19Tini-1,7829,4389,42,3398
airportAP19Tini-2,7857,4389,42,3426
airportAP19Tini0,7801,4389,42,3370
airportAP1Tini-1,8716,4592,43,3811
airportAP1Tini-2,8742,4591,43,3836
airportAP1Tini0,8688,4593,43,3784
airportAP20Tini-1,8278,4426,45,3807
airportAP20Tini-2,8282,4426,45,3811
airportAP20Tini0,8272,4426,45,3801
airportAP21Tini-1,12693,6877,44,4104
airportAP21Tini-2,12721,6877,44,4132
airportAP21Tini0,12665,6877,44,4076
airportAP22Tini-1,8282,4768,42,3472
airportAP22Tini-2,8304,4768,42,3494
airportAP22Tini0,8260,4768,42,3450
airportAP23Tini-1,10622,5244,38,3672
airportAP23Tini-2,10642,5244,38,3692
airportAP23Tini0,10602,5244,38,3652
airportAP24Tini-1,10906,6095,42,3792
airportAP24Tini-2,10936,6095,42,3822
airportAP24Tini0,10876,6095,42,3762
airportAP25Tini-1,7592,3944,44,3604
airportAP25Tini-2,7604,3944,44,3616
airportAP25Tini0,7578,3944,44,3590
airportAP26Tini-1,8559,4829,47,3683
airportAP26Tini-2,8591,4829,47,3715
airportAP26Tini0,8525,4829,47,3649
airportAP27Tini-1,8174,4530,45,3599
airportAP27Tini-2,8200,4530,45,3625
airportAP27Tini0,8148,4530,45,3573
airportAP28Tini-1,10903,5860,43,4023
airportAP28Tini-2,10909,5860,43,4029
airportAP28Tini0,10891,5860,43,4011
airportAP29Tini-1,8379,5013,41,3325
airportAP29Tini-2,8407,5013,41,3353
airportAP29Tini0,8351,5013,41,3297
airportAP2Tini-1,7655,4247,43,3365
airportAP2Tini-2,7683,4247,43,3393
airportAP2Tini0,7627,4247,43,3337
airportAP30Tini-1,7396,3978,42,3376
airportAP30Tini-2,7426,3978,42,3406
airportAP30Tini0,7366,3978,42,3346
airportAP31Tini-1,7486,4090,40,3356
airportAP31Tini-2,7496,4090,40,3366
airportAP31Tini0,7476,4090,40,3346
airportAP32Tini-1,7621,4095,43,3483
airportAP32Tini-2,7645,4095,43,3507
airportAP32Tini0,7597,4095,43,3459
airportAP33Tini-1,11590,6267,47,4299
airportAP33Tini-2,11604,6267,47,4313
airportAP33Tini0,11574,6267,47,4283
airportAP34Tini-1,8286,4876,41,3369
airportAP34Tini-2,8314,4876,41,3397
airportAP34Tini0,8258,4876,41,3341
airportAP35Tini-1,11061,6120,43,3921
airportAP35Tini-2,11087,6120,43,3947
airportAP35Tini0,11031,6120,43,3891
airportAP36Tini-1,10987,5914,43,4053
airportAP36Tini-2,11003,5914,43,4069
airportAP36Tini0,10971,5914,43,4037
airportAP37Tini-1,8001,4193,46,3762
airportAP37Tini-2,8017,4193,46,3778
airportAP37Tini0,7981,4193,46,3742
airportAP38Tini-1,9910,5085,42,3806
airportAP38Tini-2,9930,5085,42,3826
airportAP38Tini0,9890,5085,42,3786
airportAP39Tini-1,11406,6229,46,4154
airportAP39Tini-2,11436,6229,46,4184
airportAP39Tini0,11376,6229,46,4124
airportAP3Tini-1,8083,4499,44,3540
airportAP3Tini-2,8111,4499,44,3568
airportAP3Tini0,8053,4499,44,3510
airportAP40Tini-1,10295,5548,41,3729
airportAP40Tini-2,10315,5548,41,3749
airportAP40Tini0,10273,5548,41,3707
airportAP41Tini-1,6611,3142,34,3159
airportAP41Tini-2,6627,3142,34,3175
airportAP41Tini0,6593,3142,34,3141
airportAP42Tini-1,6887,3645,41,3201
airportAP42Tini-2,6913,3645,41,3227
airportAP42Tini0,6861,3645,41,3175
airportAP43Tini-1,7529,4157,41,3331
airportAP43Tini-2,7557,4157,41,3359
airportAP43Tini0,7499,4157,41,3301
airportAP44Tini-1,7020,3612,42,3366
airportAP44Tini-2,7038,3612,42,3384
airportAP44Tini0,6996,3612,42,3342
airportAP45Tini-1,10733,5616,44,4096
airportAP45Tini-2,10745,5616,44,4108
airportAP45Tini0,10721,5616,44,4084
airportAP46Tini-1,12416,6885,48,4506
airportAP46Tini-2,12432,6885,48,4522
