instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed
airport20nDr0nDe1,3.378446,0.161366,0.076821,0.238187,21561,2425,7204,7204
airport20nDr0nDe2,3.568922,0.160351,0.064597,0.224948,21567,2429,7210,7210
airport20nDr1nDe0,0.736842,0.129633,0.046696,0.176329,17363,1995,5673,5673
airport1nDr0nDe2,1.476190,0.391117,0.203415,0.594532,52722,5243,18956,18956
airport1nDr1nDe1,0.726817,0.279776,0.135755,0.415531,37373,4144,14487,14487
airport19nDr0nDe2,2.120301,0.558929,0.345344,0.904273,74604,6932,26197,26197
airport18nDr0nDe2,1.634085,0.696544,0.471335,1.167879,90714,7270,26714,26714
airport1nDr0nDe3,2.278195,0.613247,0.305377,0.918624,81912,6670,24453,24453
airport20nDr1nDe1,0.979950,0.439754,0.225294,0.665048,59058,5470,19517,19517
airport22nDr0nDe2,1.581454,0.226248,0.059765,0.286013,19788,2326,7359,7359
airport22nDr0nDe1,1.270677,0.222638,0.082272,0.304910,29372,3487,12201,12201
airport22nDr1nDe0,0.789474,0.058676,0.019601,0.078277,7795,1085,2871,2871
airport22nDr1nDe1,1.295739,0.150640,0.055330,0.205970,19782,2322,7351,7351
grid10nDr1nDe1,3.172932,0.613180,0.063128,0.676308,78864,3829,6853,6853
airport22nDr0nDe3,1.593985,0.272042,0.104706,0.376748,34770,4024,14509,14509
airport21nDr1nDe1,4.132832,0.460822,0.327390,0.788212,60570,6654,25859,25859
airport23nDr0nDe2,1.466165,0.180896,0.077335,0.258231,20016,2660,8748,8748
airport20nDr0nDe3,2.285714,0.754987,0.659482,1.414469,99974,7976,28958,28958
airport21nDr0nDe1,0.476190,0.869211,0.551091,1.420302,96677,8505,32293,32293
airport21nDr1nDe0,0.210526,0.727763,0.506081,1.233844,96609,8445,32201,32201
grid10nDr0nDe3,3.922306,0.486834,0.057520,0.544354,62816,3158,5533,5533
airport23nDr0nDe1,1.476190,0.481120,0.313066,0.794186,63583,6196,22997,22997
airport21nDr0nDe2,1.238095,0.756593,0.907221,1.663814,96683,8509,32299,32299
airport23nDr1nDe0,0.526316,0.357964,0.290852,0.648816,46802,5228,19245,19245
airport21nDr0nDe3,1.428571,0.726822,0.977264,1.704086,96689,8513,32305,32305
airport23nDr1nDe1,0.884712,0.374675,0.241777,0.616452,49928,5394,19926,19926
grid10nDr1nDe0,2.263158,1.528507,0.198477,1.726984,195047,7747,15169,15169
grid0nDr1nDe1,5.694236,1.488854,0.221416,1.710270,183500,6943,13483,13483
airport23nDr0nDe3,0.962406,0.540485,0.422911,0.963396,71481,6762,24986,24986
grid0nDr1nDe0,3.526316,2.070432,0.200773,2.271205,270507,9321,18832,18832
airport24nDr0nDe1,0.571429,0.657238,0.747030,1.404268,87517,8219,31088,31088
airport24nDr1nDe0,1.157895,0.659271,0.398139,1.057410,87143,7865,30555,30555
grid10nDr0nDe1,2.358396,1.669245,0.300265,1.969510,215848,8459,16644,16644
airport24nDr0nDe2,1.047619,0.657206,0.690874,1.348080,87523,8223,31094,31094
airport24nDr1nDe1,0.832080,0.588329,0.350365,0.938694,74968,7307,28401,28401
grid0nDr0nDe1,3.498747,2.087789,0.252474,2.340263,270569,9377,18918,18918
airport24nDr0nDe3,1.619048,0.665199,0.940985,1.606184,87529,8227,31100,31100
airport25nDr1nDe0,1.315789,0.719812,0.312443,1.032255,95388,7107,25637,25637
airport26nDr0nDe3,2.568922,0.122438,0.046341,0.168779,15720,1911,5760,5760
airport25nDr0nDe3,1.015038,0.841040,0.453298,1.294338,95570,7279,25897,25897
airport25nDr0nDe1,17.419679,0.708112,0.692135,1.400247,95590,7301,25930,25930
grid11nDr1nDe0,3.210526,0.578758,0.058005,0.636763,74144,3572,6349,6349
grid11nDr0nDe1,2.832080,1.570716,0.156093,1.726809,202020,7768,15055,15055
airport25nDr1nDe1,1.543860,0.713585,0.312883,1.026468,95360,7077,25592,25592
airport26nDr0nDe2,1.380952,0.450064,0.170029,0.620093,59120,5420,19521,19521
airport27nDr1nDe0,1.052632,0.027421,0.014703,0.042124,3459,618,1472,1472
airport26nDr1nDe0,0.842105,0.468506,0.186960,0.655466,62782,5673,20628,20628
airport27nDr0nDe1,1.075188,0.179449,0.045292,0.224741,23774,2467,7623,7623
airport26nDr1nDe1,1.147870,0.396256,0.087103,0.483359,36513,3621,12205,12205
metroplex10nDr1nDe1,2.040100,0.446803,0.069654,0.516457,56899,2531,6778,6778
airport25nDr0nDe2,6.780581,0.715122,1.668921,2.384043,95748,7435,26131,26131
airport27nDr1nDe1,1.042607,0.133791,0.052490,0.186281,17635,2053,6198,6198
metroplex10nDr0nDe2,4.944836,0.389346,0.038974,0.428320,49389,2195,6034,6034
grid11nDr1nDe1,3.626566,0.545979,0.045072,0.591051,65925,3241,5726,5726
airport27nDr0nDe3,2.754386,0.304211,0.106940,0.411151,39644,3823,12952,12952
metroplex0nDr1nDe1,3.832080,0.796225,0.075560,0.871785,91550,3125,8653,8653
airport27nDr0nDe2,1.902256,0.568035,0.201493,0.769528,62739,5663,20593,20593
airport29nDr0nDe1,1.295739,0.126673,0.053458,0.180131,16502,2485,8686,8686
metroplex10nDr1nDe0,2.421053,0.859554,0.110532,0.970086,107112,3780,11144,11144
grid11nDr0nDe3,5.964912,0.892707,0.101530,0.994237,111275,4989,9165,9165
airport26nDr0nDe1,0.964912,0.833497,0.589667,1.423164,109150,8307,31027,31027
airport29nDr1nDe0,0.526316,0.008367,0.022511,0.030878,859,244,433,433
airport29nDr0nDe2,1.223058,0.106930,0.049623,0.156553,14454,2151,7254,7254
grid10nDr0nDe2,5.453634,3.125748,0.547502,3.673250,380348,13199,27206,27206
airport29nDr0nDe3,1.699248,0.114321,0.039487,0.153808,14460,2155,7260,7260
airport29nDr1nDe1,0.621554,0.109460,0.040747,0.150207,14448,2147,7246,7246
grid0nDr0nDe2,2.982456,2.633004,0.445360,3.078364,320333,10801,22083,22083
airport28nDr1nDe0,1.263158,0.450016,0.247926,0.697942,59716,5697,21143,21143
airport28nDr0nDe3,3.501253,0.449544,0.295150,0.744694,59734,5709,21163,21163
grid11nDr0nDe2,8.899749,1.988365,0.645317,2.633682,237442,9240,18173,18173
airport2nDr0nDe3,1.107769,0.084509,0.042856,0.127365,10999,1582,4644,4644
airport28nDr1nDe1,1.834586,0.457803,0.342213,0.800016,59722,5701,21149,21149
airport30nDr0nDe1,0.822055,0.093482,0.039088,0.132570,12538,1744,5110,5110
airport28nDr0nDe2,1.909774,0.664668,0.525257,1.189925,86981,7182,26935,26935
airport28nDr0nDe1,8.949875,0.695433,0.512959,1.208392,91412,7395,27763,27763
airport30nDr0nDe2,1.393484,0.108605,0.038957,0.147562,12544,1748,5116,5116
airport2nDr1nDe0,1.157895,0.257784,0.105462,0.363246,34508,3525,12076,12076
airport30nDr1nDe0,0.894737,0.059766,0.022488,0.082254,7817,1088,2800,2800
grid12nDr0nDe1,3.288221,1.419334,0.206214,1.625548,181771,7538,14707,14707
metroplex0nDr1nDe0,2.052632,1.733083,0.269909,2.002992,207564,5387,16711,16711
airport2nDr0nDe2,1.972431,0.469487,0.189504,0.658991,55906,5052,18250,18250
airport30nDr0nDe3,1.909774,0.180701,0.081648,0.262349,24308,2845,9215,9215
airport2nDr0nDe1,2.017544,0.469149,0.183654,0.652803,63013,5486,19908,19908
metroplex11nDr1nDe0,2.105263,0.473482,0.048350,0.521832,60565,2393,6420,6420
airport30nDr1nDe1,3.255639,0.163717,0.060862,0.224579,21892,2508,7911,7911
airport2nDr1nDe1,1.333333,0.345771,0.211287,0.557058,46142,4355,15292,15292
grid12nDr1nDe0,2.210526,1.032476,0.122357,1.154833,133862,5694,10692,10692
grid0nDr0nDe3,6.408521,2.939078,0.542988,3.482066,376007,12125,25068,25068
metroplex0nDr0nDe1,3.298246,1.718661,0.265332,1.983993,222237,5702,17894,17894
airport32nDr0nDe1,0.822055,0.153026,0.069305,0.222331,17702,2024,5822,5822
airport32nDr1nDe0,1.263158,0.033624,0.014161,0.047785,4346,651,1481,1481
airport31nDr0nDe3,6.736842,0.308056,0.095294,0.403350,34188,3619,12245,12245
airport32nDr0nDe3,1.593985,0.117311,0.044747,0.162058,15790,1857,5322,5322
airport31nDr1nDe0,0.947368,0.235492,0.068609,0.304101,31333,3259,10725,10725
grid13nDr0nDe1,5.932331,0.747819,0.095578,0.843397,97642,4462,8231,8231
airport31nDr0nDe1,1.107769,0.461539,0.199599,0.661138,49475,4996,17831,17831
airport31nDr0nDe2,1.393484,0.367505,0.233686,0.601191,49481,5000,17837,17837
airport31nDr1nDe1,0.832080,0.354350,0.118213,0.472563,36959,3845,12959,12959
airport32nDr0nDe2,8.932331,0.350668,0.092912,0.443580,34104,3401,11129,11129
metroplex11nDr0nDe1,9.644110,0.995359,0.228089,1.223448,128876,3947,11507,11507
airport32nDr1nDe1,8.598997,0.270955,0.107139,0.378094,34098,3397,11121,11121
airport33nDr0nDe3,2.796992,0.165552,0.070756,0.236308,21990,2799,9336,9336
airport33nDr1nDe0,1.368421,0.165217,0.055840,0.221057,21972,2787,9316,9316
grid12nDr0nDe2,9.578947,1.310419,0.315373,1.625792,168961,7195,13937,13937
airport33nDr0nDe1,1.443609,0.397781,0.141943,0.539724,51932,4907,17475,17475
airport33nDr1nDe1,1.243108,0.332588,0.154621,0.487209,42655,4355,15246,15246
grid12nDr1nDe1,2.649123,1.430632,0.176142,1.606774,168955,7191,13929,13929
airport33nDr0nDe2,1.889724,0.512774,0.244721,0.757495,66510,6170,22893,22893
airport34nDr1nDe1,1.160401,0.367689,0.225568,0.593257,38633,4821,18350,18350
grid13nDr0nDe2,6.686717,0.754963,0.116354,0.871317,97648,4466,8237,8237
grid14nDr0nDe2,2.842105,0.407961,0.048395,0.456356,51800,2699,4616,4616
grid13nDr1nDe0,3.052632,0.734346,0.085433,0.819779,92670,4289,7877,7877
airport35nDr0nDe3,2.067669,0.215521,0.103205,0.318726,26882,3161,10802,10802
airport34nDr0nDe2,1.591479,0.544667,0.350385,0.895052,71797,7050,27496,27496
metroplex11nDr1nDe1,13.180155,0.871425,0.228340,1.099765,106670,3519,9838,9838
metroplex0nDr0nDe2,11.558897,2.116294,0.780611,2.896905,269340,6666,21627,21627
airport34nDr0nDe3,1.258145,0.651232,0.558936,1.210168,84086,7750,29707,29707
grid13nDr1nDe1,1.807018,0.951486,0.117606,1.069092,117442,5389,10115,10115
airport34nDr0nDe1,0.686717,0.984080,0.496127,1.480207,84074,7742,29695,29695
airport34nDr1nDe0,0.526316,0.624667,0.710913,1.335580,84012,7682,29603,29603
airport36nDr0nDe3,2.172932,0.139060,0.039802,0.178862,17653,2214,7103,7103
airport35nDr0nDe1,0.854637,0.738122,0.702857,1.440979,92170,8433,32940,32940
airport36nDr0nDe2,1.508772,0.318164,0.128350,0.446514,40084,4416,15850,15850
metroplex12nDr0nDe1,7.225564,0.995385,0.147672,1.143057,124735,3550,10070,10070
grid13nDr0nDe3,8.553885,0.898383,0.148211,1.046594,112063,5171,9694,9694
airport36nDr0nDe1,3.939850,0.473471,0.231952,0.705423,59650,6039,22719,22719
airport35nDr1nDe0,0.473684,0.813252,0.435323,1.248575,92164,8429,32932,32932
airport35nDr0nDe2,1.142857,0.713894,1.096615,1.810509,92436,8679,33309,33309
airport35nDr1nDe1,1.305764,0.704986,0.292393,0.997379,87718,8049,31871,31871
airport36nDr1nDe0,0.631579,0.312321,0.117784,0.430105,40110,4444,15890,15890
airport36nDr1nDe1,1.253133,0.247222,0.074818,0.322040,31169,3294,10925,10925
grid12nDr0nDe3,3.020050,1.738926,0.318183,2.057109,215652,8785,17268,17268
airport37nDr0nDe3,1.699248,0.461826,0.203612,0.665438,59154,5384,19054,19054
airport38nDr1nDe1,3.020050,0.184959,0.064839,0.249798,23896,2511,7647,7647
airport38nDr0nDe3,1.646617,0.222428,0.089857,0.312285,28974,3123,10257,10257
metroplex12nDr1nDe0,2.052632,0.863046,0.079113,0.942159,107850,3113,8832,8832
airport38nDr0nDe2,1.523810,0.387467,0.216716,0.604183,49240,4794,16931,16931
metroplex13nDr0nDe1,11.055138,0.395211,0.054388,0.449599,50193,1822,4812,4812
airport38nDr1nDe0,1.105263,0.353572,0.178854,0.532426,46060,4575,16181,16181
airport37nDr1nDe0,1.368421,0.822487,0.315463,1.137950,99476,7319,26583,26583
airport39nDr0nDe3,1.739348,0.138624,0.048546,0.187170,18640,2792,10177,10177
airport38nDr0nDe1,1.411028,0.561785,0.278957,0.840742,74138,6164,22354,22354
airport37nDr0nDe2,1.238095,0.939440,1.075850,2.015290,104602,7869,27974,27974
airport3nDr0nDe1,1.508772,0.151742,0.050197,0.201939,19852,2542,8335,8335
airport39nDr0nDe1,2.035088,0.445195,0.218560,0.663755,56228,5972,22691,22691
grid14nDr1nDe0,2.263158,2.111662,0.212786,2.324448,245816,9191,18284,18284
metroplex11nDr0nDe2,11.015038,3.139357,1.056963,4.196320,388695,9480,33558,33558
airport37nDr1nDe1,3.308271,0.795640,0.383499,1.179139,104266,7555,27501,27501
metroplex12nDr0nDe2,14.837093,1.404949,0.459226,1.864175,181810,4741,14696,14696
airport39nDr1nDe1,1.012531,0.286376,0.137343,0.423719,37776,4612,17100,17100
airport39nDr0nDe2,2.375940,0.495559,0.390720,0.886279,63680,6724,25946,25946
airport3nDr1nDe0,1.368421,0.080020,0.025055,0.105075,10605,1430,4128,4128
airport39nDr1nDe0,1.736842,0.371200,0.178870,0.550070,49420,5291,19727,19727
airport37nDr0nDe1,5.260410,0.789762,1.238193,2.027955,104608,7875,27983,27983
metroplex10nDr0nDe1,18.583960,2.693298,7.684194,10.377492,340816,8674,30101,30101
airport3nDr1nDe1,0.822055,0.120875,0.063382,0.184257,16122,2270,7356,7356
airport40nDr0nDe1,1.370927,0.122900,0.056259,0.179159,16204,2266,7566,7566
airport40nDr1nDe0,1.105263,0.109892,0.035778,0.145670,14190,1946,6257,6257
airport40nDr0nDe3,1.631579,0.239834,0.121849,0.361683,31882,3684,12856,12856
airport3nDr0nDe2,2.092732,0.480068,0.266730,0.746798,63270,6176,23305,23305
airport40nDr0nDe2,1.791980,0.281532,0.157314,0.438846,37119,3985,13889,13889
grid14nDr0nDe1,1.478697,3.050738,0.727031,3.777769,394131,13241,27141,27141
metroplex11nDr0nDe3,13.110276,3.029402,0.949818,3.979220,388701,9484,33564,33564
metroplex13nDr1nDe0,2.210526,0.160897,0.029326,0.190223,20520,972,2136,2136
airport42nDr0nDe3,1.804511,0.184404,0.034867,0.219271,17489,1928,5608,5608
airport40nDr1nDe1,1.333333,0.466453,0.287242,0.753695,56472,5752,21608,21608
airport42nDr1nDe0,1.263158,0.130799,0.044890,0.175689,17439,1884,5540,5540
airport42nDr0nDe1,0.937343,0.254706,0.107151,0.361857,34152,3388,10900,10900
airport42nDr1nDe1,1.754386,0.197942,0.037881,0.235823,19494,2084,6167,6167
airport42nDr0nDe2,1.774436,0.235539,0.082371,0.317910,28932,3023,9551,9551
airport43nDr1nDe0,0.473684,0.029520,0.030506,0.060026,3934,882,2807,2807
airport43nDr0nDe1,0.874687,0.170248,0.099326,0.269574,23196,3186,11534,11534
airport3nDr0nDe3,1.428571,0.817037,0.626282,1.443319,96107,7905,29257,29257
metroplex12nDr0nDe3,10.892231,1.064295,0.147828,1.212123,124747,3558,10082,10082
grid14nDr1nDe1,2.967419,2.754313,0.462410,3.216723,355258,12336,25307,25307
airport43nDr1nDe1,0.463659,0.102130,0.034950,0.137080,10220,1858,6532,6532
metroplex13nDr0nDe2,12.100251,0.795069,0.115660,0.910729,102289,3259,9326,9326
airport44nDr0nDe1,1.443609,0.116523,0.031600,0.148123,15624,1804,5129,5129
airport44nDr1nDe0,1.157895,0.089720,0.023807,0.113527,11970,1330,3396,3396
airport44nDr1nDe1,1.175439,0.115687,0.032680,0.148367,15656,1836,5175,5175
airport43nDr0nDe3,2.330827,0.327832,0.182090,0.509922,43540,4733,17653,17653
airport44nDr0nDe2,1.393484,0.216055,0.107607,0.323662,28802,2898,8897,8897
airport43nDr0nDe2,2.235589,0.372622,0.279928,0.652550,49858,5320,20277,20277
airport44nDr0nDe3,2.067669,0.383728,0.155882,0.539610,48976,4468,15235,15235
airport46nDr1nDe0,0.736842,0.095299,0.048437,0.143736,12488,1903,6354,6354
airport46nDr0nDe1,1.022556,0.439025,0.130066,0.569091,39752,4444,15809,15809
metroplex13nDr0nDe3,5.556391,1.421149,0.205456,1.626605,153180,4558,13914,13914
metroplex14nDr0nDe2,5.393484,0.301965,0.037155,0.339120,35671,1952,5305,5305
metroplex13nDr1nDe1,3.413534,0.941657,0.122486,1.064143,118025,3733,11066,11066
airport45nDr1nDe1,1.558897,0.488337,0.256064,0.744401,62379,5600,20128,20128
airport45nDr1nDe0,1.421053,0.610531,0.342261,0.952792,77720,6365,23206,23206
grid15nDr1nDe0,1.842105,3.358642,0.403406,3.762048,419306,14283,29313,29313
airport45nDr0nDe1,0.200501,0.743719,0.448582,1.192301,95297,7513,27254,27254
airport47nDr0nDe1,0.937343,0.357258,0.189290,0.546548,46696,5075,18754,18754
airport45nDr0nDe3,0.962406,0.736423,0.457890,1.194313,95309,7521,27266,27266
airport45nDr0nDe2,0.719298,0.731630,0.466802,1.198432,95329,7543,27299,27299
airport46nDr0nDe2,9.526316,0.512462,0.724713,1.237175,66570,6645,25037,25037
airport47nDr1nDe0,1.157895,0.135228,0.043138,0.178366,17969,2329,7818,7818
airport46nDr1nDe1,8.010025,0.376718,0.713182,1.089900,48802,5076,18310,18310
metroplex0nDr0nDe3,12.010025,3.051622,1.305715,4.357337,378648,8979,30713,30713
metroplex14nDr1nDe1,7.709273,0.476238,0.079823,0.556061,59991,2788,8114,8114
metroplex12nDr1nDe1,2.869674,3.469626,0.661657,4.131283,413159,9411,33481,33481
grid15nDr1nDe1,3.779449,3.338004,0.697120,4.035124,419144,14127,29079,29079
airport48nDr0nDe3,1.699248,0.154120,0.053812,0.207932,14541,2245,7654,7654
airport47nDr1nDe1,1.050125,0.308135,0.183360,0.491495,40140,4285,15034,15034
airport46nDr0nDe3,1.010025,0.882854,0.659592,1.542446,113806,9115,34294,34294
grid16nDr0nDe1,2.145363,3.567084,0.419232,3.986316,432570,14040,28986,28986
airport47nDr0nDe2,0.676692,0.708021,0.479119,1.187140,92102,8212,31513,31513
grid15nDr0nDe1,4.360902,3.945360,1.819183,5.764543,461502,15331,31610,31610
metroplex10nDr0nDe3,18.967419,3.775351,4.293402,8.068753,473924,11282,40308,40308
airport48nDr1nDe1,1.012531,0.341091,0.264977,0.606068,35756,4775,18324,18324
airport48nDr0nDe1,1.952381,0.550078,0.383374,0.933452,64715,7110,28339,28339
airport48nDr1nDe0,1.000000,0.483469,0.315948,0.799417,64709,7106,28331,28331
airport47nDr0nDe3,2.047619,0.829478,0.756692,1.586170,92264,8360,31735,31735
airport48nDr0nDe2,2.596491,0.546164,0.435341,0.981505,72108,7455,29638,29638
grid15nDr0nDe3,4.385965,3.744948,1.266367,5.011315,461714,15521,31895,31895
grid15nDr0nDe2,5.463659,3.638011,3.082586,6.720597,461586,15407,31724,31724
airport49nDr0nDe1,1.333333,0.755846,0.893861,1.649707,100216,7863,28445,28445
airport49nDr0nDe2,1.904762,0.766960,0.753303,1.520263,100248,7889,28484,28484
grid14nDr0nDe3,4.428571,3.030742,0.961922,3.992664,394401,13477,27495,27495
metroplex14nDr0nDe3,7.859649,1.312677,0.397837,1.710514,163795,5765,18665,18665
airport49nDr0nDe3,2.380952,0.762737,0.990996,1.753733,100254,7893,28490,28490
airport49nDr1nDe1,1.561404,0.720026,0.507825,1.227851,95242,7336,27141,27141
airport49nDr1nDe0,0.000000,0.764848,0.478787,1.243635,100194,7845,28416,28416
airport4nDr1nDe0,1.052632,0.689437,0.233634,0.923071,66446,5893,21358,21358
airport4nDr0nDe1,0.190476,0.732572,0.550183,1.282755,95910,7865,28803,28803
airport4nDr0nDe2,0.666667,0.730963,0.689081,1.420044,95916,7869,28809,28809
airport4nDr0nDe3,0.914787,0.713331,0.748547,1.461878,95864,7821,28737,28737
airport50nDr0nDe2,1.328321,0.163413,0.043141,0.206554,21510,2444,7590,7590
airport4nDr1nDe1,1.596491,0.637616,0.425592,1.063208,82240,6831,25179,25179
grid16nDr0nDe2,4.709273,3.338861,0.652678,3.991539,432576,14044,28992,28992
airport50nDr0nDe3,1.804511,0.168290,0.056523,0.224813,21516,2448,7596,7596
airport51nDr0nDe1,1.147870,0.135915,0.036756,0.172671,17447,2035,5871,5871
airport51nDr1nDe0,1.000000,0.011682,0.016132,0.027814,1300,322,587,587
airport51nDr0nDe3,3.912281,0.135534,0.049939,0.185473,17459,2043,5883,5883
airport52nDr1nDe0,0.789474,0.073024,0.023847,0.096871,8994,1179,2951,2951
airport50nDr1nDe0,1.105263,0.432333,0.167638,0.599971,55326,5335,19168,19168
airport51nDr0nDe2,8.067669,0.242974,0.265010,0.507984,31521,3386,10892,10892
airport52nDr0nDe2,1.365915,0.137685,0.042914,0.180599,17508,2021,5744,5744
airport52nDr0nDe1,0.726817,0.205123,0.092620,0.297743,26511,2918,9153,9153
airport51nDr1nDe1,7.466165,0.225509,0.116724,0.342233,28892,3150,10014,10014
airport50nDr1nDe1,1.147870,0.555066,0.219628,0.774694,70143,6619,24892,24892
grid16nDr1nDe0,2.736842,3.234433,0.437952,3.672385,373009,12431,25567,25567
airport52nDr1nDe1,0.822055,0.228950,0.129552,0.358502,28962,3107,9804,9804
grid17nDr0nDe2,6.481203,0.832779,0.080184,0.912963,101427,4736,8677,8677
grid16nDr1nDe1,2.481203,1.848117,0.355461,2.203578,222969,8501,16619,16619
grid17nDr0nDe1,3.042607,1.336638,0.124424,1.461062,168585,6851,13165,13165
metroplex14nDr1nDe0,1.947368,3.429958,1.127257,4.557215,417068,10655,37750,37750
airport50nDr0nDe1,1.781955,0.944979,0.682836,1.627815,108940,8440,31725,31725
grid17nDr0nDe3,7.912281,0.739008,0.078709,0.817717,87124,4250,7691,7691
airport52nDr0nDe3,2.646617,0.616639,0.398361,1.015000,78077,6186,22428,22428
grid17nDr1nDe0,2.421053,0.904397,0.090190,0.994587,116790,5130,9464,9464
airport53nDr1nDe1,1.438596,0.687980,0.341272,1.029252,90948,7754,29521,29521
airport53nDr0nDe1,0.333333,0.766526,0.537982,1.304508,100184,8377,31151,31151
grid17nDr1nDe1,9.185464,0.860560,0.119192,0.979752,106256,4931,9067,9067
airport53nDr1nDe0,0.210526,0.779838,0.491609,1.271447,100082,8281,31005,31005
metroplex14nDr0nDe1,1.631579,3.828753,2.809087,6.637840,472479,11596,40913,40913
airport54nDr0nDe2,0.761905,0.642924,0.701637,1.344561,79145,6982,25704,25704
