instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons
airport19nDr1nDe0,1.421053,0.068627,0.025245,0.093872,9090,1277,3590,3590
airport19nDr0nDe1,1.032581,0.230609,0.138973,0.369582,30438,4707,16143,16143
airport19nDr0nDe3,1.646617,0.114800,0.131876,0.246676,14169,4980,13115,13115
airport18nDr1nDe1,6.175439,0.356711,0.436447,0.793158,46761,5607,19576,19576
airport1nDr0nDe1,0.979950,0.129410,0.074051,0.203461,16999,3188,9953,9953
airport19nDr1nDe1,1.032581,0.178962,0.180820,0.359782,23675,4176,14220,14220
airport18nDr0nDe2,1.634085,0.658902,0.555321,1.214223,85188,9766,36186,36186
airport1nDr1nDe0,1.052632,0.027655,0.012877,0.040532,3467,626,1484,1484
airport19nDr0nDe2,2.120301,0.540693,0.443030,0.983723,69762,9308,34855,34855
airport1nDr0nDe2,1.476190,0.380082,0.278844,0.658926,48864,7413,26190,26190
airport20nDr0nDe1,3.378446,0.155834,0.114898,0.270732,20609,3327,10007,10007
airport20nDr0nDe2,3.568922,0.154699,0.158798,0.313497,19769,4291,12314,12314
airport1nDr1nDe1,0.726817,0.272222,0.185531,0.457753,35669,5024,17264,17264
airport1nDr0nDe3,2.278195,0.588821,0.420444,1.009265,74575,10662,38612,38612
airport20nDr1nDe0,0.736842,0.134704,0.038479,0.173183,17363,1995,5673,5673
airport20nDr1nDe1,0.979950,0.429323,0.328051,0.757374,56833,6488,23194,23194
airport20nDr0nDe3,2.285714,0.722300,0.966144,1.688444,91637,12087,44106,44106
airport22nDr0nDe1,1.270677,0.213380,0.154141,0.367521,28309,4501,15718,15718
airport22nDr0nDe2,1.581454,0.142775,0.106408,0.249183,18094,4178,12313,12313
grid10nDr1nDe1,3.172932,0.606969,0.220268,0.827237,76060,5078,12067,12067
airport21nDr0nDe1,0.476190,0.781473,0.581959,1.363432,93801,9892,38122,38122
airport21nDr1nDe1,4.132832,0.444741,0.554018,0.998759,58675,7908,30849,30849
airport21nDr1nDe0,0.210526,0.716397,0.521326,1.237723,96609,8445,32201,32201
airport22nDr1nDe0,0.789474,0.058640,0.043510,0.102150,7795,1085,2871,2871
airport22nDr0nDe3,1.593985,0.256979,0.208330,0.465309,31077,7351,24070,24070
airport21nDr0nDe2,1.238095,0.702968,1.180275,1.883243,91316,11291,43422,43422
airport22nDr1nDe1,1.295739,0.141086,0.093982,0.235068,18729,3125,9554,9554
grid10nDr1nDe0,2.263158,1.512433,0.166816,1.679249,195047,7747,15169,15169
airport21nDr0nDe3,1.428571,0.721455,1.423216,2.144671,88558,12551,47035,47035
airport23nDr0nDe2,1.466165,0.154053,0.117817,0.271870,18310,4508,13672,13672
grid0nDr1nDe1,5.694236,1.376362,0.703538,2.079900,178498,8493,20823,20823
grid0nDr1nDe0,3.526316,2.060268,0.215520,2.275788,270507,9321,18832,18832
airport23nDr0nDe1,1.476190,0.466056,0.421832,0.887888,61381,7434,27840,27840
grid10nDr0nDe3,3.922306,0.465959,2.025002,2.490961,56040,7039,18865,18865
airport23nDr1nDe0,0.526316,0.353942,0.276358,0.630300,46802,5228,19245,19245
grid0nDr0nDe1,3.498747,2.110082,1.054073,3.164155,264418,11184,27883,27883
grid10nDr0nDe1,2.358396,1.647665,1.554713,3.202378,210430,10103,24719,24719
airport23nDr1nDe1,0.884712,0.376358,0.430181,0.806539,48298,6522,24231,24231
airport23nDr0nDe3,0.962406,0.517822,0.761420,1.279242,64665,10494,37577,37577
airport24nDr0nDe1,0.571429,0.659878,0.842174,1.502052,84601,9293,35227,35227
airport24nDr1nDe0,1.157895,0.667166,0.388013,1.055179,87143,7865,30555,30555
airport24nDr0nDe2,1.047619,0.655452,1.016563,1.672015,82141,10764,40658,40658
grid10nDr0nDe2,5.453634,2.913893,1.892412,4.806305,366742,16991,47282,47282
grid11nDr0nDe1,2.832080,1.547701,0.966908,2.514609,197362,9279,22578,22578
airport24nDr1nDe1,0.832080,0.557874,0.422172,0.980046,72299,8333,32208,32208
airport24nDr0nDe3,1.619048,0.650955,1.281435,1.932390,79933,12271,45605,45605
airport25nDr0nDe1,17.419679,0.705403,0.806019,1.511422,92877,8631,31672,31672
airport25nDr1nDe0,1.315789,0.709473,0.315274,1.024747,95388,7107,25637,25637
airport25nDr0nDe3,1.015038,0.700155,0.453963,1.154118,87204,11289,40468,40468
grid0nDr0nDe2,2.982456,2.419484,3.723750,6.143234,307677,14366,40307,40307
grid11nDr1nDe0,3.210526,0.579197,0.068442,0.647639,74144,3572,6349,6349
airport25nDr0nDe2,6.780581,0.759669,1.765681,2.525350,90416,10210,37285,37285
airport25nDr1nDe1,1.543860,0.774738,0.763159,1.537897,92627,8443,31476,31476
grid11nDr0nDe2,8.899749,1.807478,1.846276,3.653754,226676,12747,34867,34867
airport26nDr0nDe3,2.568922,0.116939,0.177674,0.294613,14307,5002,13442,13442
grid0nDr0nDe3,6.408521,2.823665,4.823665,7.647330,355472,17932,53735,53735
airport26nDr0nDe2,1.380952,0.431504,0.223418,0.654922,54970,7672,27225,27225
airport26nDr1nDe0,0.842105,0.473795,0.166463,0.640258,62782,5673,20628,20628
metroplex10nDr1nDe1,2.040100,0.432382,0.265408,0.697790,54452,3690,11064,11064
airport26nDr1nDe1,1.147870,0.282737,0.146141,0.428878,34909,4548,15222,15222
airport26nDr0nDe1,0.964912,0.809410,0.917632,1.727042,106033,9663,36823,36823
metroplex10nDr1nDe0,2.421053,0.906681,0.110064,1.016745,107112,3780,11144,11144
grid11nDr0nDe3,5.964912,0.833663,2.609651,3.443314,101489,9461,26871,26871
airport27nDr0nDe1,1.075188,0.172880,0.082268,0.255148,22777,3459,10890,10890
metroplex0nDr1nDe1,3.832080,0.699992,0.481230,1.181222,88117,4312,13279,13279
metroplex10nDr0nDe2,4.944836,0.379858,0.963934,1.343792,45253,4397,13128,13128
grid11nDr1nDe1,3.626567,0.562367,0.206368,0.768735,63549,4363,10456,10456
airport27nDr1nDe0,1.052632,0.027033,0.014372,0.041405,3459,618,1472,1472
airport27nDr0nDe2,1.902256,0.450803,0.219579,0.670382,58468,7988,28728,28728
airport27nDr0nDe3,2.754386,0.299269,0.281356,0.580625,35365,7215,22944,22944
metroplex0nDr1nDe0,2.052632,1.661675,0.277760,1.939435,207564,5387,16711,16711
airport27nDr1nDe1,1.042607,0.125946,0.079712,0.205658,16697,2856,8381,8381
grid12nDr0nDe1,3.288221,1.389253,0.567527,1.956780,177095,9009,22035,22035
airport29nDr0nDe1,1.295739,0.120022,0.083329,0.203351,15547,3224,10493,10493
metroplex0nDr0nDe1,3.298246,1.710815,1.383224,3.094039,216263,7151,24507,24507
airport28nDr0nDe3,3.501253,0.441094,0.433555,0.874649,53921,9330,32935,32935
airport28nDr1nDe0,1.263158,0.455995,0.230736,0.686731,59716,5697,21143,21143
airport28nDr1nDe1,1.834586,0.445970,0.402917,0.848887,57705,6895,25796,25796
airport29nDr0nDe2,1.223058,0.103386,0.089362,0.192748,13280,3916,11606,11606
airport28nDr0nDe2,1.909774,0.646767,0.566525,1.213292,81586,9650,36112,36112
airport28nDr0nDe1,8.949875,0.677668,0.870435,1.548103,88973,8738,33528,33528
airport29nDr0nDe3,1.699248,0.108627,0.128671,0.237298,13124,5066,13945,13945
airport29nDr1nDe0,0.526316,0.008482,0.022607,0.031089,859,244,433,433
airport29nDr1nDe1,0.621554,0.103998,0.068809,0.172807,13608,2886,9033,9033
grid12nDr1nDe0,2.210526,1.119520,0.113255,1.232775,133862,5694,10692,10692
airport2nDr0nDe3,1.107769,0.085674,0.157036,0.242710,10097,4282,10189,10189
metroplex10nDr0nDe1,6.957393,2.637734,2.132634,4.770368,333754,10143,37683,37683
airport2nDr0nDe2,1.972431,0.479095,0.398716,0.877811,51907,7268,25761,25761
airport2nDr1nDe0,1.157895,0.272190,0.156580,0.428770,34508,3525,12076,12076
airport2nDr0nDe1,2.017544,0.573496,0.557174,1.130670,60846,6666,24494,24494
airport30nDr0nDe1,0.822055,0.092538,0.078227,0.170765,11857,2507,7013,7013
metroplex11nDr1nDe0,2.105263,0.479112,0.057756,0.536868,60565,2393,6420,6420
airport30nDr0nDe2,1.393484,0.088561,0.090663,0.179224,11458,3444,9030,9030
grid12nDr0nDe2,9.578947,1.284448,3.174626,4.459074,160112,10323,28220,28220
airport2nDr1nDe1,1.333333,0.364573,0.323812,0.688385,44403,5453,19316,19316
metroplex11nDr0nDe1,9.644110,1.029702,2.098561,3.128263,124538,5234,16844,16844
airport30nDr0nDe3,1.909774,0.177824,0.236672,0.414496,21797,6050,17904,17904
metroplex0nDr0nDe2,11.558897,2.189281,3.757186,5.946467,256556,9874,36116,36116
airport30nDr1nDe0,0.894737,0.059000,0.035081,0.094081,7817,1088,2800,2800
grid13nDr0nDe1,5.932331,0.748086,0.306738,1.054824,94450,5724,13737,13737
airport30nDr1nDe1,3.255639,0.162952,0.145346,0.308298,21000,3439,10894,10894
grid12nDr1nDe1,2.649123,1.370103,1.366444,2.736547,164252,8719,21230,21230
airport31nDr0nDe1,1.107769,0.362910,0.253505,0.616415,47667,6184,22280,22280
airport31nDr0nDe2,1.393484,0.353188,0.233307,0.586495,45817,7216,25149,25149
airport31nDr0nDe3,6.736842,0.255542,0.243524,0.499066,30497,6909,21620,21620
airport31nDr1nDe0,0.947368,0.238872,0.093558,0.332430,31333,3259,10725,10725
airport32nDr0nDe1,0.822055,0.130694,0.073815,0.204509,16782,2837,8057,8057
airport31nDr1nDe1,0.832080,0.279891,0.152839,0.432730,35295,4743,15824,15824
airport32nDr0nDe3,1.593985,0.115102,0.142057,0.257159,14121,4777,12095,12095
airport32nDr0nDe2,8.932331,0.244701,0.204412,0.449113,31562,5601,18157,18157
airport32nDr1nDe0,1.263158,0.033088,0.014122,0.047210,4346,651,1481,1481
airport32nDr1nDe1,8.598998,0.248165,0.234655,0.482820,32711,4434,14705,14705
airport33nDr0nDe1,1.443609,0.379770,0.243210,0.622980,49879,5894,20936,20936
airport33nDr0nDe3,2.796992,0.159657,0.202109,0.361766,19705,5897,17396,17396
airport33nDr1nDe0,1.368421,0.165857,0.054940,0.220797,21972,2787,9316,9316
airport33nDr0nDe2,1.889724,0.483290,0.284916,0.768206,62086,8591,31549,31549
airport33nDr1nDe1,1.243108,0.314056,0.209010,0.523066,40825,5283,18321,18321
grid13nDr0nDe2,6.686717,0.723310,0.791644,1.514954,91586,7034,18828,18828
grid13nDr1nDe0,3.052632,0.759295,0.072288,0.831583,92670,4289,7877,7877
metroplex11nDr1nDe1,13.180155,0.819618,1.361084,2.180702,102794,4734,14696,14696
airport34nDr0nDe2,1.591479,0.526040,0.419151,0.945191,67021,9344,35604,35604
airport34nDr0nDe1,0.686717,0.625518,0.472174,1.097692,81573,9108,35462,35462
airport34nDr0nDe3,1.258145,0.616114,0.507828,1.123942,76611,11738,43854,43854
airport34nDr1nDe1,1.160401,0.297503,0.309805,0.607308,36799,5637,20753,20753
grid13nDr1nDe1,1.807018,0.911818,0.444201,1.356019,113922,6741,16213,16213
grid14nDr0nDe2,2.842105,0.419152,0.347157,0.766309,47699,5095,13075,13075
grid12nDr0nDe3,3.020050,1.629793,7.108082,8.737875,201098,13916,40648,40648
airport34nDr1nDe0,0.526316,0.686828,0.734787,1.421615,84012,7682,29603,29603
airport35nDr0nDe1,0.854637,0.715246,0.764136,1.479382,89089,9480,36941,36941
airport35nDr0nDe3,2.067669,0.193310,0.206933,0.400243,23848,6291,19061,19061
metroplex12nDr0nDe1,7.225564,1.039011,1.114533,2.153544,120681,4763,14825,14825
airport35nDr0nDe2,1.142857,0.692657,1.295997,1.988654,87326,11495,44489,44489
metroplex11nDr0nDe2,4.558897,3.210487,5.595954,8.806441,372570,13150,51549,51549
grid13nDr0nDe3,8.553885,0.853906,2.376851,3.230757,101980,9616,27347,27347
airport35nDr1nDe0,0.473684,0.714263,0.443865,1.158128,92164,8429,32932,32932
airport35nDr1nDe1,1.305764,0.841314,0.384850,1.226164,84720,9081,35764,35764
airport36nDr0nDe2,1.508772,0.315631,0.231405,0.547036,37398,6779,23914,23914
airport36nDr0nDe1,3.939850,0.440470,0.505490,0.945960,57731,7281,27645,27645
airport36nDr0nDe3,2.172932,0.136481,0.135895,0.272376,15855,5245,14560,14560
airport36nDr1nDe0,0.631579,0.318850,0.141892,0.460742,40110,4444,15890,15890
airport36nDr1nDe1,1.253133,0.241477,0.174540,0.416017,29939,4283,14308,14308
grid14nDr0nDe1,1.478697,3.008228,2.063817,5.072045,387070,15116,37186,37186
grid14nDr1nDe0,2.263158,1.955701,0.226829,2.182530,245816,9191,18284,18284
metroplex12nDr1nDe0,2.052632,0.913155,0.094465,1.007620,107850,3113,8832,8832
metroplex11nDr0nDe3,6.654135,2.991137,7.168788,10.159925,365113,15059,59739,59739
airport37nDr0nDe3,1.699248,0.465149,0.311182,0.776331,53439,9119,31335,31335
airport37nDr0nDe2,1.238095,0.809451,0.799719,1.609170,98628,10676,39206,39206
airport37nDr1nDe0,1.368421,0.775819,0.343628,1.119447,99476,7319,26583,26583
metroplex12nDr0nDe2,8.521303,1.377730,3.456811,4.834541,171756,7513,25662,25662
airport38nDr0nDe3,1.646617,0.222065,0.204811,0.426876,25751,6334,19062,19062
airport38nDr1nDe1,3.020050,0.183080,0.161592,0.344672,22895,3503,10917,10917
airport38nDr0nDe2,1.523810,0.373414,0.234749,0.608163,45551,6950,23972,23972
airport38nDr1nDe0,1.105263,0.368550,0.180728,0.549278,46060,4575,16181,16181
metroplex13nDr0nDe1,9.939850,0.391633,0.625485,1.017118,47743,2919,8433,8433
airport38nDr0nDe1,1.411028,0.569450,0.351943,0.921393,71559,7235,26405,26405
airport37nDr0nDe1,5.260410,0.925972,1.626895,2.552867,101789,9267,34099,34099
grid14nDr1nDe1,2.967419,2.843173,1.245834,4.089007,347982,14219,35245,35245
airport37nDr1nDe1,3.308271,0.857775,0.941192,1.798967,101522,8916,33444,33444
metroplex10nDr0nDe3,6.230576,3.742512,13.192629,16.935141,447772,16984,68441,68441
airport39nDr0nDe3,1.739348,0.138360,0.160030,0.298390,16836,5728,17278,17278
airport39nDr0nDe1,2.035088,0.420020,0.257871,0.677891,54012,6936,26026,26026
grid15nDr1nDe0,1.842105,3.401160,0.384095,3.785255,419306,14283,29313,29313
airport39nDr0nDe2,2.375940,0.483400,0.516583,0.999983,59326,8991,33780,33780
airport3nDr0nDe1,1.508772,0.147913,0.099202,0.247115,18997,3500,11323,11323
airport39nDr1nDe0,1.736842,0.387889,0.180519,0.568408,49420,5291,19727,19727
airport39nDr1nDe1,1.012531,0.294560,0.219560,0.514120,36042,5475,19757,19757
grid15nDr0nDe1,4.360902,3.673009,2.312462,5.985471,453630,17283,42478,42478
airport3nDr1nDe0,1.368421,0.080541,0.025208,0.105749,10605,1430,4128,4128
metroplex12nDr1nDe1,2.869674,3.265727,1.590415,4.856142,404942,11172,42215,42215
airport3nDr0nDe2,2.092732,0.460620,0.448631,0.909251,59035,8504,31552,31552
metroplex0nDr0nDe3,12.010025,2.897867,16.877309,19.775176,356056,14235,54717,54717
airport3nDr1nDe1,0.822055,0.114261,0.110293,0.224554,15241,3046,9369,9369
airport40nDr0nDe1,1.370927,0.115556,0.086009,0.201565,15513,3216,10437,10437
grid15nDr1nDe1,3.779449,3.335074,1.703727,5.038801,411368,16187,40000,40000
airport40nDr1nDe0,1.105263,0.109460,0.045957,0.155417,14190,1946,6257,6257
airport40nDr0nDe2,1.791980,0.275259,0.187780,0.463039,34205,6042,20289,20289
airport40nDr0nDe3,1.631579,0.235305,0.257621,0.492926,28431,6958,22084,22084
airport3nDr0nDe3,1.428571,0.710265,1.214347,1.924612,87989,11928,43914,43914
metroplex12nDr0nDe3,10.892231,0.929470,9.175711,10.105181,112979,7522,23495,23495
airport40nDr1nDe1,1.333333,0.416219,0.380665,0.796884,54583,6969,26312,26312
airport41nDr0nDe3,1.962406,0.351949,0.241709,0.593658,43517,7952,26128,26128
grid16nDr0nDe1,2.145363,3.554024,1.104231,4.658255,424614,16028,39554,39554
airport41nDr0nDe1,0.619048,0.415443,0.477427,0.892870,53972,6345,21833,21833
airport41nDr0nDe2,0.476190,0.394748,0.519423,0.914171,51901,7300,24683,24683
metroplex13nDr0nDe2,12.100251,0.822847,3.154831,3.977678,94964,5819,18703,18703
airport41nDr1nDe0,0.315789,0.420594,0.209490,0.630084,55547,4937,16727,16727
airport41nDr1nDe1,1.390977,0.353810,0.237818,0.591628,46679,5491,19038,19038
metroplex13nDr1nDe0,2.210526,0.159681,0.042067,0.201748,20520,972,2136,2136
airport42nDr0nDe1,0.937343,0.253390,0.225733,0.479123,32943,4441,14679,14679
airport42nDr0nDe3,1.804511,0.125664,0.129815,0.255479,15585,4906,12759,12759
airport42nDr0nDe2,1.774436,0.208282,0.237173,0.445455,26676,5167,16166,16166
airport42nDr1nDe0,1.263158,0.131166,0.043325,0.174491,17439,1884,5540,5540
airport42nDr1nDe1,1.754386,0.141628,0.072566,0.214194,18663,3053,9207,9207
airport43nDr0nDe1,0.874687,0.166428,0.124174,0.290602,21916,3937,13467,13467
metroplex13nDr0nDe3,5.468672,1.182931,3.987466,5.170397,140032,8803,30071,30071
grid15nDr0nDe2,5.463659,4.336331,6.186493,10.522824,445694,19425,53346,53346
grid15nDr0nDe3,4.385965,3.691255,6.605471,10.296726,438014,21872,64249,64249
airport43nDr1nDe0,0.473684,0.029102,0.017634,0.046736,3934,882,2807,2807
airport43nDr0nDe2,2.235589,0.396303,0.302747,0.699050,46176,7463,27307,27307
airport43nDr0nDe3,2.330827,0.322513,0.298808,0.621321,38966,8161,27952,27952
airport43nDr1nDe1,0.463659,0.071685,0.065482,0.137167,9575,2525,7857,7857
airport44nDr0nDe1,1.443609,0.114046,0.095802,0.209848,14935,2715,7860,7860
airport44nDr1nDe0,1.157895,0.089299,0.034724,0.124023,11970,1330,3396,3396
airport44nDr0nDe2,1.393484,0.208684,0.130265,0.338949,26474,5005,15303,15303
airport44nDr1nDe1,1.175439,0.111275,0.074091,0.185366,14953,2750,7875,7875
airport44nDr0nDe3,2.067669,0.354608,0.231421,0.586029,43850,7971,26036,26036
metroplex13nDr1nDe1,3.413534,0.901434,0.964086,1.865520,113991,4963,16082,16082
airport45nDr0nDe1,0.200501,0.721150,0.646007,1.367157,92341,8680,31957,31957
airport45nDr1nDe0,1.421053,0.600115,0.249411,0.849526,77720,6365,23206,23206
airport46nDr0nDe1,1.022556,0.351941,0.202558,0.554499,38277,5552,19840,19840
airport46nDr1nDe0,0.736842,0.096601,0.036592,0.133193,12488,1903,6354,6354
airport45nDr1nDe1,1.558897,0.501850,0.357632,0.859482,60085,6640,23949,23949
airport45nDr0nDe2,0.719298,0.761271,0.962521,1.723792,89919,10327,38347,38347
airport45nDr0nDe3,0.962406,0.711459,0.518720,1.230179,87139,11629,42245,42245
metroplex14nDr0nDe2,5.393484,0.278982,1.286045,1.565027,32361,4227,12419,12419
airport47nDr0nDe1,0.937343,0.356801,0.260377,0.617178,44679,5970,21687,21687
airport46nDr0nDe2,9.526316,0.521596,1.096113,1.617709,62612,9320,35145,35145
grid14nDr0nDe3,4.428571,3.287841,11.748666,15.036507,373298,19208,56484,56484
airport46nDr1nDe1,8.010025,0.378923,0.943155,1.322078,47034,6138,22201,22201
airport46nDr0nDe3,1.010025,0.880089,1.430843,2.310932,104911,13468,50982,50982
metroplex14nDr1nDe1,7.709273,0.483461,0.806350,1.289811,57347,3972,12591,12591
airport47nDr0nDe2,0.676692,0.685562,0.494244,1.179806,86598,10782,41491,41491
grid16nDr0nDe2,4.709273,3.389280,2.270143,5.659423,417273,18011,49635,49635
airport47nDr1nDe0,1.157895,0.137238,0.056534,0.193772,17969,2329,7818,7818
airport47nDr1nDe1,1.050125,0.297916,0.331243,0.629159,38701,5339,18867,18867
airport48nDr0nDe3,1.699248,0.109049,0.143568,0.252617,13235,5171,14429,14429
airport47nDr0nDe3,2.047619,0.674609,1.030142,1.704751,84675,12447,46863,46863
airport48nDr0nDe1,1.952381,0.695102,0.565051,1.260153,62173,8029,31524,31524
airport48nDr1nDe0,1.000000,0.491246,0.323750,0.814996,64709,7106,28331,28331
airport48nDr1nDe1,1.012531,0.261601,0.274437,0.536038,34035,5590,20721,20721
metroplex14nDr1nDe0,1.947368,3.450819,1.098355,4.549174,417068,10655,37750,37750
airport48nDr0nDe2,2.596491,0.609599,0.523747,1.133346,67436,9801,38132,38132
grid16nDr1nDe0,2.736842,2.940550,0.388177,3.328727,373009,12431,25567,25567
metroplex14nDr0nDe1,1.631579,3.744914,2.241385,5.986299,463640,13461,50885,50885
metroplex14nDr0nDe3,7.859649,1.300974,4.658630,5.959604,150159,10332,37362,37362
airport49nDr0nDe1,1.333333,0.770235,0.896184,1.666419,97361,9293,34662,34662
airport49nDr0nDe2,1.904762,0.738255,1.063446,1.801701,94762,10702,39824,39824
airport49nDr0nDe3,2.380952,0.876762,0.935798,1.812560,92191,12296,45183,45183
airport49nDr1nDe0,0.000000,0.751160,0.478814,1.229974,100194,7845,28416,28416
airport49nDr1nDe1,1.561404,0.701791,0.612022,1.313813,92335,8640,32517,32517
airport4nDr0nDe1,0.190476,0.706943,0.620198,1.327141,92916,9013,33420,33420
airport4nDr1nDe0,1.052632,0.506112,0.219843,0.725955,66446,5893,21358,21358
airport4nDr0nDe2,0.666667,0.718120,0.832885,1.551005,90156,10455,38749,38749
airport4nDr0nDe3,0.914787,0.775032,0.749209,1.524241,87840,11801,43254,43254
grid16nDr1nDe1,2.481203,1.703170,0.926153,2.629323,217879,10145,24677,24677
airport4nDr1nDe1,1.596491,0.615316,0.837049,1.452365,79721,8129,30561,30561
metroplex15nDr1nDe0,1.421053,4.470593,1.545591,6.016184,569284,11648,41249,41249
airport50nDr0nDe2,1.328321,0.155080,0.111320,0.266400,19736,4369,12974,12974
grid17nDr0nDe1,3.042607,1.284981,0.510567,1.795548,164470,8329,20256,20256
airport50nDr0nDe3,1.804511,0.164185,0.155996,0.320181,19256,5599,15825,15825
airport51nDr0nDe1,1.147870,0.164767,0.077516,0.242283,16565,2866,8212,8212
airport50nDr1nDe0,1.105263,0.431638,0.175914,0.607552,55326,5335,19168,19168
airport50nDr0nDe1,1.781955,0.836160,0.792242,1.628402,105855,9807,37598,37598
airport51nDr0nDe3,3.912281,0.130534,0.211159,0.341693,15723,5099,13516,13516
airport50nDr1nDe1,1.147870,0.634077,0.301328,0.935405,67665,7679,28859,28859
airport51nDr0nDe2,8.067669,0.250084,0.431278,0.681362,29065,5375,16888,16888
airport51nDr1nDe0,1.000000,0.012017,0.010210,0.022227,1300,322,587,587
grid17nDr0nDe2,6.481203,0.764790,1.027042,1.791832,95081,7492,20103,20103
airport52nDr1nDe0,0.789474,0.071500,0.023440,0.094940,8994,1179,2951,2951
airport52nDr0nDe1,0.726817,0.196093,0.125237,0.321330,25209,3770,11696,11696
airport52nDr0nDe2,1.365915,0.131167,0.130152,0.261319,16199,3952,11083,11083
airport51nDr1nDe1,7.466165,0.218464,0.204636,0.423100,27769,4135,13361,13361
grid16nDr0nDe3,2.824561,3.513561,8.875785,12.389346,430818,20620,60783,60783
airport52nDr1nDe1,0.822055,0.217599,0.162634,0.380233,27581,3977,12465,12465
grid17nDr0nDe3,7.912281,0.966415,1.253085,2.219500,78962,8474,23623,23623
airport52nDr0nDe3,2.646617,0.592311,0.347456,0.939767,70913,10089,36047,36047
grid17nDr1nDe0,2.421053,1.053566,0.093087,1.146653,116790,5130,9464,9464
